doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
152,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,meets required credential; ready for placement,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,Midwest,customer,job-match memo,service representative,job-match memo. Job: service representative in manufacturing. Record note: meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.3033,3.3314
152,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,meets required credential; ready for placement,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,Midwest,customer,job-match memo,service representative,job-match memo. Job: service representative in manufacturing. Record note: meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.3033,3.3314
153,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,education,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in education. Record note: schedule aligned, ready for placement, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6407,2.8195
153,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,education,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in education. Record note: schedule aligned, ready for placement, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6407,2.8195
153,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,education,Midwest,operations,case review,logistics coordinator,"case review. Job: logistics coordinator in education. Record note: schedule aligned, ready for placement, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6407,2.8195
154,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,license not held; clearance pending; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""license not held"", ""clearance pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: license not held; clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in manufacturing. Record note: license not held, clearance pending. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7835,2.8603
154,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,license not held; clearance pending; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""license not held"", ""clearance pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license not held; clearance pending; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in manufacturing. Record note: license not held, clearance pending. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7835,2.8603
154,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,license not held; clearance pending; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""license not held"", ""clearance pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: license not held; clearance pending; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in manufacturing. Record note: license not held, clearance pending. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7835,2.8603
155,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,6,upskilling required; missing equipment; credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""upskilling required"", ""missing equipment"", ""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: upskilling required; missing equipment; credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,retail,Northeast,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in retail. Record note: license verified, credential verified, upskilling required, missing equipment, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8753,3.4221
155,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,6,upskilling required; missing equipment; credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""upskilling required"", ""missing equipment"", ""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: upskilling required; missing equipment; credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,retail,Northeast,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in retail. Record note: license verified, credential verified, upskilling required, missing equipment, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8753,3.4221
155,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,6,upskilling required; missing equipment; credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""upskilling required"", ""missing equipment"", ""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: upskilling required; missing equipment; credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,retail,Northeast,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in retail. Record note: license verified, credential verified, upskilling required, missing equipment, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.8753,3.4221
156,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,6,clearance pending; permit not current; credential verified; completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""clearance pending"", ""permit not current"", ""credential verified"", ""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: clearance pending; permit not current; credential verified; completed onboarding"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,Midwest,administration,resume screen,records manager,"resume screen. Job: records manager in education. Record note: completed onboarding, credential verified, skills aligned, permit not current, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.6433,2.8902
156,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,6,clearance pending; permit not current; credential verified; completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""clearance pending"", ""permit not current"", ""credential verified"", ""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: clearance pending; permit not current; credential verified; completed onboarding"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,Midwest,administration,resume screen,records manager,"resume screen. Job: records manager in education. Record note: completed onboarding, credential verified, skills aligned, permit not current, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.6433,2.8902
156,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,6,clearance pending; permit not current; credential verified; completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""clearance pending"", ""permit not current"", ""credential verified"", ""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: clearance pending; permit not current; credential verified; completed onboarding"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,Midwest,administration,resume screen,records manager,"resume screen. Job: records manager in education. Record note: completed onboarding, credential verified, skills aligned, permit not current, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.6433,2.8902
